Date,Visitor/Neutral,PTS,Home/Neutral,PTS,Winner Name,Loser Name,Winner,Loser
Wed Mar 29 2017,Miami Heat,105,New York Knicks,88,Miami Heat,New York Knicks,MIA,NYK
Wed Mar 29 2017,Oklahoma City Thunder,114,Orlando Magic,106,Oklahoma City Thunder,Orlando Magic,OKC,ORL
Wed Mar 29 2017,Atlanta Hawks,99,Philadelphia 76ers,92,Atlanta Hawks,Philadelphia 76ers,ATL,PHI
Wed Mar 29 2017,Utah Jazz,112,Sacramento Kings,82,Utah Jazz,Sacramento Kings,UTA,SAC
Wed Mar 29 2017,Golden State Warriors,110,San Antonio Spurs,98,Golden State Warriors,San Antonio Spurs,GSW,SAS
Wed Mar 29 2017,Charlotte Hornets,110,Toronto Raptors,106,Charlotte Hornets,Toronto Raptors,CHA,TOR
Thu Mar 30 2017,Cleveland Cavaliers,93,Chicago Bulls,99,Chicago Bulls,Cleveland Cavaliers,CHI,CLE
Thu Mar 30 2017,Brooklyn Nets,89,Detroit Pistons,90,Detroit Pistons,Brooklyn Nets,DET,BKN
Thu Mar 30 2017,Los Angeles Lakers,104,Minnesota Timberwolves,119,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL
Thu Mar 30 2017,Los Angeles Clippers,124,Phoenix Suns,118,Los Angeles Clippers,Phoenix Suns,LAC,PHX
Thu Mar 30 2017,Houston Rockets,107,Portland Trail Blazers,117,Portland Trail Blazers,Houston Rockets,POR,HOU
Fri Mar 31 2017,Orlando Magic,116,Boston Celtics,117,Boston Celtics,Orlando Magic,BOS,ORL
Fri Mar 31 2017,Denver Nuggets,114,Charlotte Hornets,122,Charlotte Hornets,Denver Nuggets,CHA,DEN
Fri Mar 31 2017,Philadelphia 76ers,105,Cleveland Cavaliers,122,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI
Fri Mar 31 2017,Houston Rockets,98,Golden State Warriors,107,Golden State Warriors,Houston Rockets,GSW,HOU
Fri Mar 31 2017,Dallas Mavericks,90,Memphis Grizzlies,99,Memphis Grizzlies,Dallas Mavericks,MEM,DAL
Fri Mar 31 2017,New York Knicks,98,Miami Heat,94,New York Knicks,Miami Heat,NYK,MIA
Fri Mar 31 2017,Detroit Pistons,105,Milwaukee Bucks,108,Milwaukee Bucks,Detroit Pistons,MIL,DET
Fri Mar 31 2017,Sacramento Kings,89,New Orleans Pelicans,117,New Orleans Pelicans,Sacramento Kings,NOP,SAC
Fri Mar 31 2017,San Antonio Spurs,100,Oklahoma City Thunder,95,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC
Fri Mar 31 2017,Indiana Pacers,100,Toronto Raptors,111,Toronto Raptors,Indiana Pacers,TOR,IND
Fri Mar 31 2017,Washington Wizards,88,Utah Jazz,95,Utah Jazz,Washington Wizards,UTA,WAS
Sat Apr 1 2017,Orlando Magic,111,Brooklyn Nets,121,Brooklyn Nets,Orlando Magic,BKN,ORL
Sat Apr 1 2017,Atlanta Hawks,104,Chicago Bulls,106,Chicago Bulls,Atlanta Hawks,CHI,ATL
Sat Apr 1 2017,Los Angeles Lakers,104,Los Angeles Clippers,115,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL
Sat Apr 1 2017,Sacramento Kings,123,Minnesota Timberwolves,117,Sacramento Kings,Minnesota Timberwolves,SAC,MIN
Sat Apr 1 2017,Phoenix Suns,117,Portland Trail Blazers,130,Portland Trail Blazers,Phoenix Suns,POR,PHX
Sun Apr 2 2017,Atlanta Hawks,82,Brooklyn Nets,91,Brooklyn Nets,Atlanta Hawks,BKN,ATL
Sun Apr 2 2017,Indiana Pacers,130,Cleveland Cavaliers,135,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Sun Apr 2 2017,Washington Wizards,115,Golden State Warriors,139,Golden State Warriors,Washington Wizards,GSW,WAS
Sun Apr 2 2017,Memphis Grizzlies,103,Los Angeles Lakers,108,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM
Sun Apr 2 2017,Denver Nuggets,116,Miami Heat,113,Denver Nuggets,Miami Heat,DEN,MIA
Sun Apr 2 2017,Dallas Mavericks,109,Milwaukee Bucks,105,Dallas Mavericks,Milwaukee Bucks,DAL,MIL
Sun Apr 2 2017,Chicago Bulls,117,New Orleans Pelicans,110,Chicago Bulls,New Orleans Pelicans,CHI,NOP
Sun Apr 2 2017,Boston Celtics,110,New York Knicks,94,Boston Celtics,New York Knicks,BOS,NYK
Sun Apr 2 2017,Charlotte Hornets,113,Oklahoma City Thunder,101,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC
Sun Apr 2 2017,Houston Rockets,123,Phoenix Suns,116,Houston Rockets,Phoenix Suns,HOU,PHX
Sun Apr 2 2017,Utah Jazz,103,San Antonio Spurs,109,San Antonio Spurs,Utah Jazz,SAS,UTA
Sun Apr 2 2017,Philadelphia 76ers,105,Toronto Raptors,113,Toronto Raptors,Philadelphia 76ers,TOR,PHI
Mon Apr 3 2017,Portland Trail Blazers,109,Minnesota Timberwolves,110,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR
Tue Apr 4 2017,Orlando Magic,102,Cleveland Cavaliers,122,Cleveland Cavaliers,Orlando Magic,CLE,ORL
Tue Apr 4 2017,Minnesota Timberwolves,107,Golden State Warriors,121,Golden State Warriors,Minnesota Timberwolves,GSW,MIN
Tue Apr 4 2017,Toronto Raptors,90,Indiana Pacers,108,Indiana Pacers,Toronto Raptors,IND,TOR
Tue Apr 4 2017,Denver Nuggets,134,New Orleans Pelicans,131,Denver Nuggets,New Orleans Pelicans,DEN,NOP
Tue Apr 4 2017,Chicago Bulls,91,New York Knicks,100,New York Knicks,Chicago Bulls,NYK,CHI
Tue Apr 4 2017,Milwaukee Bucks,79,Oklahoma City Thunder,110,Oklahoma City Thunder,Milwaukee Bucks,OKC,MIL
Tue Apr 4 2017,Brooklyn Nets,141,Philadelphia 76ers,118,Brooklyn Nets,Philadelphia 76ers,BKN,PHI
Tue Apr 4 2017,Dallas Mavericks,87,Sacramento Kings,98,Sacramento Kings,Dallas Mavericks,SAC,DAL
Tue Apr 4 2017,Memphis Grizzlies,89,San Antonio Spurs,95,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Tue Apr 4 2017,Portland Trail Blazers,87,Utah Jazz,106,Utah Jazz,Portland Trail Blazers,UTA,POR
Tue Apr 4 2017,Charlotte Hornets,111,Washington Wizards,118,Washington Wizards,Charlotte Hornets,WAS,CHA
Wed Apr 5 2017,Cleveland Cavaliers,114,Boston Celtics,91,Cleveland Cavaliers,Boston Celtics,CLE,BOS
Wed Apr 5 2017,Miami Heat,112,Charlotte Hornets,99,Miami Heat,Charlotte Hornets,MIA,CHA
Wed Apr 5 2017,Toronto Raptors,105,Detroit Pistons,102,Toronto Raptors,Detroit Pistons,TOR,DET
Wed Apr 5 2017,Denver Nuggets,104,Houston Rockets,110,Houston Rockets,Denver Nuggets,HOU,DEN
Wed Apr 5 2017,Dallas Mavericks,101,Los Angeles Clippers,112,Los Angeles Clippers,Dallas Mavericks,LAC,DAL
Wed Apr 5 2017,Oklahoma City Thunder,103,Memphis Grizzlies,100,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM
Wed Apr 5 2017,Golden State Warriors,120,Phoenix Suns,111,Golden State Warriors,Phoenix Suns,GSW,PHX
Wed Apr 5 2017,Los Angeles Lakers,102,San Antonio Spurs,95,Los Angeles Lakers,San Antonio Spurs,LAL,SAS
Thu Apr 6 2017,Boston Celtics,116,Atlanta Hawks,123,Atlanta Hawks,Boston Celtics,ATL,BOS
Thu Apr 6 2017,Milwaukee Bucks,89,Indiana Pacers,104,Indiana Pacers,Milwaukee Bucks,IND,MIL
Thu Apr 6 2017,Washington Wizards,106,New York Knicks,103,Washington Wizards,New York Knicks,WAS,NYK
Thu Apr 6 2017,Brooklyn Nets,107,Orlando Magic,115,Orlando Magic,Brooklyn Nets,ORL,BKN
Thu Apr 6 2017,Chicago Bulls,102,Philadelphia 76ers,90,Chicago Bulls,Philadelphia 76ers,CHI,PHI
Thu Apr 6 2017,Minnesota Timberwolves,98,Portland Trail Blazers,105,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN
Fri Apr 7 2017,Atlanta Hawks,114,Cleveland Cavaliers,100,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE
Fri Apr 7 2017,San Antonio Spurs,102,Dallas Mavericks,89,San Antonio Spurs,Dallas Mavericks,SAS,DAL
Fri Apr 7 2017,New Orleans Pelicans,106,Denver Nuggets,122,Denver Nuggets,New Orleans Pelicans,DEN,NOP
Fri Apr 7 2017,Detroit Pistons,114,Houston Rockets,109,Detroit Pistons,Houston Rockets,DET,HOU
Fri Apr 7 2017,Sacramento Kings,94,Los Angeles Lakers,98,Los Angeles Lakers,Sacramento Kings,LAL,SAC
Fri Apr 7 2017,New York Knicks,88,Memphis Grizzlies,101,Memphis Grizzlies,New York Knicks,MEM,NYK
Fri Apr 7 2017,Oklahoma City Thunder,99,Phoenix Suns,120,Phoenix Suns,Oklahoma City Thunder,PHX,OKC
Fri Apr 7 2017,Miami Heat,94,Toronto Raptors,96,Toronto Raptors,Miami Heat,TOR,MIA
Fri Apr 7 2017,Minnesota Timberwolves,113,Utah Jazz,120,Utah Jazz,Minnesota Timberwolves,UTA,MIN
Sat Apr 8 2017,Chicago Bulls,106,Brooklyn Nets,107,Brooklyn Nets,Chicago Bulls,BKN,CHI
Sat Apr 8 2017,Boston Celtics,121,Charlotte Hornets,114,Boston Celtics,Charlotte Hornets,BOS,CHA
Sat Apr 8 2017,New Orleans Pelicans,101,Golden State Warriors,123,Golden State Warriors,New Orleans Pelicans,GSW,NOP
Sat Apr 8 2017,Indiana Pacers,127,Orlando Magic,112,Indiana Pacers,Orlando Magic,IND,ORL
Sat Apr 8 2017,Milwaukee Bucks,90,Philadelphia 76ers,82,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI
Sat Apr 8 2017,Utah Jazz,86,Portland Trail Blazers,101,Portland Trail Blazers,Utah Jazz,POR,UTA
Sat Apr 8 2017,Los Angeles Clippers,98,San Antonio Spurs,87,Los Angeles Clippers,San Antonio Spurs,LAC,SAS
Sat Apr 8 2017,Miami Heat,106,Washington Wizards,103,Miami Heat,Washington Wizards,MIA,WAS
Sun Apr 9 2017,Cleveland Cavaliers,125,Atlanta Hawks,126,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE
Sun Apr 9 2017,Oklahoma City Thunder,106,Denver Nuggets,105,Oklahoma City Thunder,Denver Nuggets,OKC,DEN
Sun Apr 9 2017,Minnesota Timberwolves,109,Los Angeles Lakers,110,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN
Sun Apr 9 2017,Detroit Pistons,103,Memphis Grizzlies,90,Detroit Pistons,Memphis Grizzlies,DET,MEM
Sun Apr 9 2017,Toronto Raptors,110,New York Knicks,97,Toronto Raptors,New York Knicks,TOR,NYK
Sun Apr 9 2017,Dallas Mavericks,111,Phoenix Suns,124,Phoenix Suns,Dallas Mavericks,PHX,DAL
Sun Apr 9 2017,Houston Rockets,135,Sacramento Kings,128,Houston Rockets,Sacramento Kings,HOU,SAC
Mon Apr 10 2017,Brooklyn Nets,105,Boston Celtics,114,Boston Celtics,Brooklyn Nets,BOS,BKN
Mon Apr 10 2017,Orlando Magic,75,Chicago Bulls,122,Chicago Bulls,Orlando Magic,CHI,ORL
Mon Apr 10 2017,Washington Wizards,105,Detroit Pistons,101,Washington Wizards,Detroit Pistons,WAS,DET
Mon Apr 10 2017,Utah Jazz,105,Golden State Warriors,99,Utah Jazz,Golden State Warriors,UTA,GSW
Mon Apr 10 2017,Houston Rockets,96,Los Angeles Clippers,125,Los Angeles Clippers,Houston Rockets,LAC,HOU
Mon Apr 10 2017,Cleveland Cavaliers,121,Miami Heat,124,Miami Heat,Cleveland Cavaliers,MIA,CLE
Mon Apr 10 2017,Charlotte Hornets,79,Milwaukee Bucks,89,Milwaukee Bucks,Charlotte Hornets,MIL,CHA
Mon Apr 10 2017,Indiana Pacers,120,Philadelphia 76ers,111,Indiana Pacers,Philadelphia 76ers,IND,PHI
Mon Apr 10 2017,San Antonio Spurs,98,Portland Trail Blazers,99,Portland Trail Blazers,San Antonio Spurs,POR,SAS
Tue Apr 11 2017,Charlotte Hornets,76,Atlanta Hawks,103,Atlanta Hawks,Charlotte Hornets,ATL,CHA
Tue Apr 11 2017,Denver Nuggets,109,Dallas Mavericks,91,Denver Nuggets,Dallas Mavericks,DEN,DAL
Tue Apr 11 2017,New Orleans Pelicans,96,Los Angeles Lakers,108,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP
Tue Apr 11 2017,Oklahoma City Thunder,100,Minnesota Timberwolves,98,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN
Tue Apr 11 2017,Phoenix Suns,104,Sacramento Kings,129,Sacramento Kings,Phoenix Suns,SAC,PHX
Wed Apr 12 2017,Milwaukee Bucks,94,Boston Celtics,112,Boston Celtics,Milwaukee Bucks,BOS,MIL
Wed Apr 12 2017,Brooklyn Nets,73,Chicago Bulls,112,Chicago Bulls,Brooklyn Nets,CHI,BKN
Wed Apr 12 2017,Toronto Raptors,98,Cleveland Cavaliers,83,Toronto Raptors,Cleveland Cavaliers,TOR,CLE
Wed Apr 12 2017,Los Angeles Lakers,94,Golden State Warriors,109,Golden State Warriors,Los Angeles Lakers,GSW,LAL
Wed Apr 12 2017,Minnesota Timberwolves,118,Houston Rockets,123,Houston Rockets,Minnesota Timberwolves,HOU,MIN
Wed Apr 12 2017,Atlanta Hawks,86,Indiana Pacers,104,Indiana Pacers,Atlanta Hawks,IND,ATL
Wed Apr 12 2017,Sacramento Kings,95,Los Angeles Clippers,115,Los Angeles Clippers,Sacramento Kings,LAC,SAC
Wed Apr 12 2017,Dallas Mavericks,100,Memphis Grizzlies,93,Dallas Mavericks,Memphis Grizzlies,DAL,MEM
Wed Apr 12 2017,Washington Wizards,102,Miami Heat,110,Miami Heat,Washington Wizards,MIA,WAS
Wed Apr 12 2017,Philadelphia 76ers,113,New York Knicks,114,New York Knicks,Philadelphia 76ers,NYK,PHI
Wed Apr 12 2017,Denver Nuggets,111,Oklahoma City Thunder,105,Denver Nuggets,Oklahoma City Thunder,DEN,OKC
Wed Apr 12 2017,Detroit Pistons,109,Orlando Magic,113,Orlando Magic,Detroit Pistons,ORL,DET
Wed Apr 12 2017,New Orleans Pelicans,103,Portland Trail Blazers,100,New Orleans Pelicans,Portland Trail Blazers,NOP,POR
Wed Apr 12 2017,San Antonio Spurs,97,Utah Jazz,101,Utah Jazz,San Antonio Spurs,UTA,SAS
Sat Apr 15 2017,Indiana Pacers,108,Cleveland Cavaliers,109,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Sat Apr 15 2017,Utah Jazz,97,Los Angeles Clippers,95,Utah Jazz,Los Angeles Clippers,UTA,LAC
Sat Apr 15 2017,Memphis Grizzlies,82,San Antonio Spurs,111,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Sat Apr 15 2017,Milwaukee Bucks,97,Toronto Raptors,83,Milwaukee Bucks,Toronto Raptors,MIL,TOR
Sun Apr 16 2017,Chicago Bulls,106,Boston Celtics,102,Chicago Bulls,Boston Celtics,CHI,BOS
Sun Apr 16 2017,Portland Trail Blazers,109,Golden State Warriors,121,Golden State Warriors,Portland Trail Blazers,GSW,POR
Sun Apr 16 2017,Oklahoma City Thunder,87,Houston Rockets,118,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Sun Apr 16 2017,Atlanta Hawks,107,Washington Wizards,114,Washington Wizards,Atlanta Hawks,WAS,ATL
Mon Apr 17 2017,Indiana Pacers,111,Cleveland Cavaliers,117,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Mon Apr 17 2017,Memphis Grizzlies,82,San Antonio Spurs,96,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Tue Apr 18 2017,Chicago Bulls,111,Boston Celtics,97,Chicago Bulls,Boston Celtics,CHI,BOS
Tue Apr 18 2017,Utah Jazz,91,Los Angeles Clippers,99,Los Angeles Clippers,Utah Jazz,LAC,UTA
Tue Apr 18 2017,Milwaukee Bucks,100,Toronto Raptors,106,Toronto Raptors,Milwaukee Bucks,TOR,MIL
Wed Apr 19 2017,Portland Trail Blazers,81,Golden State Warriors,110,Golden State Warriors,Portland Trail Blazers,GSW,POR
Wed Apr 19 2017,Oklahoma City Thunder,111,Houston Rockets,115,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Wed Apr 19 2017,Atlanta Hawks,101,Washington Wizards,109,Washington Wizards,Atlanta Hawks,WAS,ATL
Thu Apr 20 2017,Cleveland Cavaliers,119,Indiana Pacers,114,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Thu Apr 20 2017,San Antonio Spurs,94,Memphis Grizzlies,105,Memphis Grizzlies,San Antonio Spurs,MEM,SAS
Thu Apr 20 2017,Toronto Raptors,77,Milwaukee Bucks,104,Milwaukee Bucks,Toronto Raptors,MIL,TOR
Fri Apr 21 2017,Boston Celtics,104,Chicago Bulls,87,Boston Celtics,Chicago Bulls,BOS,CHI
Fri Apr 21 2017,Houston Rockets,113,Oklahoma City Thunder,115,Oklahoma City Thunder,Houston Rockets,OKC,HOU
Fri Apr 21 2017,Los Angeles Clippers,111,Utah Jazz,106,Los Angeles Clippers,Utah Jazz,LAC,UTA
Sat Apr 22 2017,Washington Wizards,98,Atlanta Hawks,116,Atlanta Hawks,Washington Wizards,ATL,WAS
Sat Apr 22 2017,San Antonio Spurs,108,Memphis Grizzlies,110,Memphis Grizzlies,San Antonio Spurs,MEM,SAS
Sat Apr 22 2017,Toronto Raptors,87,Milwaukee Bucks,76,Toronto Raptors,Milwaukee Bucks,TOR,MIL
Sat Apr 22 2017,Golden State Warriors,119,Portland Trail Blazers,113,Golden State Warriors,Portland Trail Blazers,GSW,POR
Sun Apr 23 2017,Boston Celtics,104,Chicago Bulls,95,Boston Celtics,Chicago Bulls,BOS,CHI
Sun Apr 23 2017,Cleveland Cavaliers,106,Indiana Pacers,102,Cleveland Cavaliers,Indiana Pacers,CLE,IND
Sun Apr 23 2017,Houston Rockets,113,Oklahoma City Thunder,109,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Sun Apr 23 2017,Los Angeles Clippers,98,Utah Jazz,105,Utah Jazz,Los Angeles Clippers,UTA,LAC
Mon Apr 24 2017,Washington Wizards,101,Atlanta Hawks,111,Atlanta Hawks,Washington Wizards,ATL,WAS
Mon Apr 24 2017,Golden State Warriors,128,Portland Trail Blazers,103,Golden State Warriors,Portland Trail Blazers,GSW,POR
Mon Apr 24 2017,Milwaukee Bucks,93,Toronto Raptors,118,Toronto Raptors,Milwaukee Bucks,TOR,MIL
Tue Apr 25 2017,Oklahoma City Thunder,99,Houston Rockets,105,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Tue Apr 25 2017,Utah Jazz,96,Los Angeles Clippers,92,Utah Jazz,Los Angeles Clippers,UTA,LAC
Tue Apr 25 2017,Memphis Grizzlies,103,San Antonio Spurs,116,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Wed Apr 26 2017,Chicago Bulls,97,Boston Celtics,108,Boston Celtics,Chicago Bulls,BOS,CHI
Wed Apr 26 2017,Atlanta Hawks,99,Washington Wizards,103,Washington Wizards,Atlanta Hawks,WAS,ATL
Thu Apr 27 2017,San Antonio Spurs,103,Memphis Grizzlies,96,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Thu Apr 27 2017,Toronto Raptors,92,Milwaukee Bucks,89,Toronto Raptors,Milwaukee Bucks,TOR,MIL
Fri Apr 28 2017,Washington Wizards,115,Atlanta Hawks,99,Washington Wizards,Atlanta Hawks,WAS,ATL
Fri Apr 28 2017,Boston Celtics,105,Chicago Bulls,83,Boston Celtics,Chicago Bulls,BOS,CHI
Fri Apr 28 2017,Los Angeles Clippers,98,Utah Jazz,93,Los Angeles Clippers,Utah Jazz,LAC,UTA
Sun Apr 30 2017,Washington Wizards,111,Boston Celtics,123,Boston Celtics,Washington Wizards,BOS,WAS
Sun Apr 30 2017,Utah Jazz,104,Los Angeles Clippers,91,Utah Jazz,Los Angeles Clippers,UTA,LAC
